function,dim,swarmsize,omega,phip,phig,max_iter,best_pos,best_val,total_time
rastrigin,5,10,0.5,1.8,1.8,60,"[-1.99014047e-02 -2.92600702e-04  9.86399099e-01  9.94079370e-01
 -9.91100422e-01]",3.0809892258399856,0.3807539939880371
quadratic,2,10,0.5,1.8,1.8,250,[8.71652322e-20 8.69283683e-21],7.673343123183117e-39,1.6167006492614746
rastrigin,2,10,0.5,1.8,1.8,250,[3.48856033e-09 9.02532140e-10],0.0,1.5805268287658691
quadratic,5,10,0.5,1.8,1.8,250,"[5.74715470e-23 5.91397665e-24 5.12000000e+00 5.12000000e+00
 5.12000000e+00]",3.3379538318774724e-45,1.616079568862915
rastrigin,5,10,0.5,1.8,1.8,250,"[-8.76585320e-06 -3.72633253e-05  9.95012749e-01  8.60557930e-05
 -9.95024082e-01]",1.9899213040145867,1.6402487754821777
quadratic,2,10,0.5,1.8,1.0,60,[ 5.46971883e-07 -1.79910298e-07],3.315459564723299e-13,0.47756195068359375
rastrigin,2,10,0.5,1.8,1.0,60,[-0.00025778 -0.00018488],1.9964454509135976e-05,0.4422638416290283
quadratic,5,10,0.5,1.8,1.0,60,"[ 2.12585968e-07 -2.23207675e-07  3.16876723e+00  1.27822928e+00
  8.42830177e-01]",9.501446004213986e-14,0.42242956161499023
rastrigin,5,10,0.5,1.8,1.0,60,[-0.99863488 -0.98018262  1.99690913 -1.01775518 -1.01514088],8.199067148432711,0.39472174644470215
quadratic,2,10,0.5,1.8,1.0,250,[-6.14198312e-31  5.13253262e-30],2.6720130704883837e-59,1.5439956188201904
rastrigin,2,10,0.5,1.8,1.0,250,[ 3.31260920e-09 -7.98554324e-10],0.0,1.498788595199585
quadratic,5,10,0.5,1.8,1.0,250,"[-4.12805903e-28  8.79016335e-29  4.26821998e+00  5.12000000e+00
 -4.58098245e+00]",1.7813541039050352e-55,1.5616135597229004
rastrigin,5,10,0.5,1.8,1.0,250,[ 0.0333276   0.00652702 -2.00375291  0.00827629  0.99753015],5.255672960422729,1.5469706058502197
quadratic,2,10,0.5,1.0,1.8,60,[-2.49322446e-08 -2.20002116e-07],1.8094086380634084e-14,0.40451788902282715
rastrigin,2,10,0.5,1.0,1.8,60,[0.99689032 0.99542224],1.9899336090344804,0.3936002254486084
quadratic,5,10,0.5,1.0,1.8,60,"[ 1.50480941e-07 -4.35586440e-08  3.81699195e+00 -2.94367574e+00
 -5.19183925e-01]",2.4541868998162162e-14,0.4015483856201172
rastrigin,5,10,0.5,1.0,1.8,60,"[ 9.95014097e-01 -2.98519884e+00 -9.95237061e-01  9.95297053e-01
 -2.68034227e-05]",11.939540503787569,0.40213513374328613
quadratic,2,10,0.5,1.0,1.8,250,[1.95896510e-27 2.14172758e-27],8.424541290336821e-54,1.5215210914611816
rastrigin,2,10,0.5,1.0,1.8,250,[ 9.94958636e-01 -6.04481379e-10],0.9949590570932898,1.53802490234375
quadratic,5,10,0.5,1.0,1.8,250,"[-4.83228006e-28 -7.32194894e-29 -5.12000000e+00  2.24648890e+00
  5.12000000e+00]",2.388703990926207e-55,1.5643658638000488
rastrigin,5,10,0.5,1.0,1.8,250,"[ 1.98991224e+00 -9.94958637e-01  1.98991223e+00  4.99004270e-10
 -1.98991223e+00]",12.934452628755551,1.521620750427246
quadratic,2,10,0.5,1.0,1.0,60,[6.03563560e-09 1.21803075e-09],3.791249595840731e-17,0.4135701656341553
