function,swarmsize,dim,maxiter,w,c1,c2,duration,best_iter,best_val,best_pos
quadratic,100,2,150,1.00,2.00,1.50,0.000673,125,0.000100003,"-0.00746214;0.00665725"
quadratic,100,2,150,1.00,2.00,1.70,0.000672,126,0.00392296,"-0.0624743;0.0044634"
quadratic,100,2,150,1.00,2.00,2.00,0.000667,136,0.00342293,"0.0578564;-0.00869256"
quadratic,100,2,250,0.40,1.00,1.00,0.001157,248,2.42769e-92,"1.52423e-46;3.23126e-47"
quadratic,100,2,250,0.40,1.00,1.30,0.001210,249,5.50284e-86,"1.21592e-43;2.00608e-43"
quadratic,100,2,250,0.40,1.00,1.50,0.001485,250,1.50625e-84,"-1.08981e-42;5.64426e-43"
quadratic,100,2,250,0.40,1.00,1.70,0.001132,247,1.00202e-81,"3.05703e-41;-8.21461e-42"
quadratic,100,2,250,0.40,1.00,2.00,0.001579,250,3.91473e-74,"1.8697e-37;6.47266e-38"
quadratic,100,2,250,0.40,1.30,1.00,0.001161,249,7.06718e-91,"-5.75128e-46;-6.13144e-46"
quadratic,100,2,250,0.40,1.30,1.30,0.001457,250,1.89429e-83,"1.15478e-42;-4.19636e-42"
quadratic,100,2,250,0.40,1.30,1.50,0.001221,250,1.7128e-80,"-1.0599e-40;-7.67736e-41"
quadratic,100,2,250,0.40,1.30,1.70,0.001107,250,1.61151e-76,"-4.63518e-39;1.1818e-38"
quadratic,100,2,250,0.40,1.30,2.00,0.001144,248,3.43874e-71,"3.50867e-36;-4.69858e-36"
quadratic,100,2,250,0.40,1.50,1.00,0.001169,250,1.21049e-86,"-2.37284e-44;1.07433e-43"
quadratic,100,2,250,0.40,1.50,1.30,0.001141,249,9.0418e-81,"7.47683e-41;5.87495e-41"
quadratic,100,2,250,0.40,1.50,1.50,0.001188,250,4.86509e-79,"4.93806e-40;-4.9261e-40"
quadratic,100,2,250,0.40,1.50,1.70,0.001130,250,6.4116e-74,"-7.45638e-38;-2.41984e-37"
quadratic,100,2,250,0.40,1.50,2.00,0.001233,250,4.94158e-66,"-2.03952e-33;-8.84282e-34"
quadratic,100,2,250,0.40,1.70,1.00,0.001470,250,1.2943e-83,"3.55925e-42;-5.24168e-43"
quadratic,100,2,250,0.40,1.70,1.30,0.001179,250,2.45924e-78,"-1.56573e-39;-8.78634e-41"
quadratic,100,2,250,0.40,1.70,1.50,0.001155,250,1.30241e-75,"3.21196e-38;1.64541e-38"
quadratic,100,2,250,0.40,1.70,1.70,0.001120,250,7.03212e-69,"-3.73051e-35;-7.51029e-35"
quadratic,100,2,250,0.40,1.70,2.00,0.001152,247,3.65309e-62,"1.47648e-31;-1.21372e-31"
quadratic,100,2,250,0.40,2.00,1.00,0.001183,249,1.30752e-81,"2.97145e-41;2.0605e-41"
quadratic,100,2,250,0.40,2.00,1.30,0.001126,249,1.88577e-75,"8.20805e-39;-4.26427e-38"
quadratic,100,2,250,0.40,2.00,1.50,0.001138,248,2.2558e-68,"1.35699e-34;-6.43719e-35"
quadratic,100,2,250,0.40,2.00,1.70,0.001127,250,7.94294e-64,"-1.50732e-32;2.38137e-32"
quadratic,100,2,250,0.40,2.00,2.00,0.001159,250,3.42342e-57,"4.16994e-29;4.10436e-29"
quadratic,100,2,250,0.50,1.00,1.00,0.001150,250,1.58816e-72,"1.19282e-36;-4.06624e-37"
quadratic,100,2,250,0.50,1.00,1.30,0.001188,250,7.86451e-69,"2.24037e-35;-8.58055e-35"
quadratic,100,2,250,0.50,1.00,1.50,0.001145,248,8.96322e-66,"-1.68523e-33;-2.47451e-33"
quadratic,100,2,250,0.50,1.00,1.70,0.001215,247,5.48439e-62,"2.17922e-31;-8.57548e-32"
quadratic,100,2,250,0.50,1.00,2.00,0.001459,250,1.36923e-56,"-8.7783e-29;-7.73719e-29"
quadratic,100,2,250,0.50,1.30,1.00,0.001182,250,4.92424e-69,"5.10012e-35;4.81987e-35"
quadratic,100,2,250,0.50,1.30,1.30,0.001141,250,8.15254e-66,"1.10263e-33;-2.63377e-33"
quadratic,100,2,250,0.50,1.30,1.50,0.001255,248,9.53124e-63,"-2.05223e-32;9.54467e-32"
quadratic,100,2,250,0.50,1.30,1.70,0.001120,250,7.64148e-60,"-7.15121e-31;-2.67022e-30"
quadratic,100,2,250,0.50,1.30,2.00,0.001137,250,1.11256e-54,"-7.90886e-28;6.97898e-28"
quadratic,100,2,250,0.50,1.50,1.00,0.001144,249,3.83023e-67,"5.81285e-34;2.1244e-34"
quadratic,100,2,250,0.50,1.50,1.30,0.001121,249,4.81364e-63,"-1.56252e-32;6.7598e-32"
quadratic,100,2,250,0.50,1.50,1.50,0.001128,250,4.29857e-61,"-3.89334e-31;5.27519e-31"
quadratic,100,2,250,0.50,1.50,1.70,0.001115,245,5.345e-56,"-2.21161e-28;6.73646e-29"
quadratic,100,2,250,0.50,1.50,2.00,0.001106,250,2.33624e-50,"-1.52428e-25;-1.13133e-26"
quadratic,100,2,250,0.50,1.70,1.00,0.001330,248,2.1981e-64,"-1.1156e-32;9.76496e-33"
quadratic,100,2,250,0.50,1.70,1.30,0.001152,249,8.09268e-61,"-3.36929e-31;-8.34114e-31"
quadratic,100,2,250,0.50,1.70,1.50,0.001524,250,6.35654e-56,"-6.09446e-29;2.44645e-28"
quadratic,100,2,250,0.50,1.70,1.70,0.001170,250,2.37691e-53,"-4.06915e-27;2.68536e-27"
quadratic,100,2,250,0.50,1.70,2.00,0.001129,250,5.55794e-47,"2.76703e-24;-6.92264e-24"
quadratic,100,2,250,0.50,2.00,1.00,0.001149,249,8.90744e-61,"8.37229e-31;4.3565e-31"
quadratic,100,2,250,0.50,2.00,1.30,0.001139,250,4.18902e-56,"1.78366e-28;1.00378e-28"
quadratic,100,2,250,0.50,2.00,1.50,0.001123,250,8.39326e-52,"1.23974e-26;2.61845e-26"
quadratic,100,2,250,0.50,2.00,1.70,0.001136,249,1.74756e-47,"1.21934e-24;-3.99861e-24"
quadratic,100,2,250,0.50,2.00,2.00,0.001113,248,9.75428e-41,"1.96901e-21;-9.67811e-21"
quadratic,100,2,250,0.60,1.00,1.00,0.001156,250,4.54808e-55,"6.73879e-28;-2.63724e-29"
quadratic,100,2,250,0.60,1.00,1.30,0.001115,250,2.9575e-51,"5.35708e-26;9.36328e-27"
quadratic,100,2,250,0.60,1.00,1.50,0.001126,250,9.77535e-50,"-3.09402e-25;4.49866e-26"
quadratic,100,2,250,0.60,1.00,1.70,0.001124,245,4.74086e-45,"-3.98116e-23;5.61773e-23"
quadratic,100,2,250,0.60,1.00,2.00,0.001143,250,4.18294e-42,"4.92973e-22;1.98492e-21"
quadratic,100,2,250,0.60,1.30,1.00,0.006159,249,6.63703e-53,"7.75234e-27;-2.50431e-27"
quadratic,100,2,250,0.60,1.30,1.30,0.003232,250,9.62252e-50,"3.0214e-25;-7.02626e-26"
quadratic,100,2,250,0.60,1.30,1.50,0.001171,250,1.86094e-48,"8.03859e-25;-1.10216e-24"
quadratic,100,2,250,0.60,1.30,1.70,0.001578,250,9.33943e-45,"4.42526e-23;8.59135e-23"
quadratic,100,2,250,0.60,1.30,2.00,0.001147,250,5.87535e-42,"-4.01213e-22;2.39048e-21"
quadratic,100,2,250,0.60,1.50,1.00,0.001155,250,6.25844e-50,"-2.44097e-25;-5.47823e-26"
quadratic,100,2,250,0.60,1.50,1.30,0.001192,249,1.37334e-46,"-1.40998e-24;-1.16338e-23"
quadratic,100,2,250,0.60,1.50,1.50,0.001160,247,5.8633e-44,"-5.5756e-23;-2.35636e-22"
quadratic,100,2,250,0.60,1.50,1.70,0.001161,250,3.92485e-41,"-2.19675e-21;-5.86709e-21"
quadratic,100,2,250,0.60,1.50,2.00,0.001947,248,1.27771e-38,"-4.19523e-20;1.04962e-19"
quadratic,100,2,250,0.60,1.70,1.00,0.001213,250,1.36992e-47,"3.59035e-24;-8.9923e-25"
quadratic,100,2,250,0.60,1.70,1.30,0.001183,238,9.20668e-47,"-3.67137e-24;8.86498e-24"
quadratic,100,2,250,0.60,1.70,1.50,0.001131,250,1.23429e-42,"7.48051e-22;-8.21406e-22"
quadratic,100,2,250,0.60,1.70,1.70,0.001128,248,5.49218e-38,"-5.04359e-20;2.28863e-19"
quadratic,100,2,250,0.60,1.70,2.00,0.001124,250,1.30698e-36,"1.10236e-18;3.02964e-19"
quadratic,100,2,250,0.60,2.00,1.00,0.001140,250,5.90547e-45,"-7.24166e-23;2.57157e-23"
quadratic,100,2,250,0.60,2.00,1.30,0.001185,249,6.40148e-41,"4.31733e-21;6.73613e-21"
quadratic,100,2,250,0.60,2.00,1.50,0.001153,249,9.27914e-39,"-5.11348e-20;8.16356e-20"
quadratic,100,2,250,0.60,2.00,1.70,0.001194,250,3.49981e-35,"-3.93511e-18;-4.41736e-18"
quadratic,100,2,250,0.60,2.00,2.00,0.001167,245,1.43081e-32,"1.19498e-16;-5.30778e-18"
quadratic,100,2,250,0.80,1.00,1.00,0.001201,244,9.60306e-24,"1.52173e-12;2.69952e-12"
quadratic,100,2,250,0.80,1.00,1.30,0.001268,240,1.48016e-26,"-5.89808e-14;1.06409e-13"
quadratic,100,2,250,0.80,1.00,1.50,0.001488,249,7.36411e-21,"-1.38353e-11;8.46918e-11"
quadratic,100,2,250,0.80,1.00,1.70,0.001133,247,3.45451e-19,"2.36487e-10;-5.38075e-10"
quadratic,100,2,250,0.80,1.00,2.00,0.001113,248,1.02185e-17,"-2.09169e-09;-2.41731e-09"
quadratic,100,2,250,0.80,1.30,1.00,0.001171,249,9.90998e-24,"3.14701e-12;7.96072e-14"
quadratic,100,2,250,0.80,1.30,1.30,0.001528,250,1.94588e-22,"-9.82296e-12;9.90443e-12"
quadratic,100,2,250,0.80,1.30,1.50,0.001116,235,2.96438e-21,"5.24681e-11;-1.45424e-11"
quadratic,100,2,250,0.80,1.30,1.70,0.001421,250,1.25627e-17,"1.41247e-10;3.54158e-09"
quadratic,100,2,250,0.80,1.30,2.00,0.001077,246,2.15944e-15,"2.56158e-08;3.8772e-08"
quadratic,100,2,250,0.80,1.50,1.00,0.001118,239,2.55705e-21,"-5.05599e-11;-8.64707e-13"
quadratic,100,2,250,0.80,1.50,1.30,0.001127,250,1.4818e-19,"1.97997e-11;3.84432e-10"
quadratic,100,2,250,0.80,1.50,1.50,0.001139,234,8.88166e-19,"-4.35446e-10;-8.35795e-10"
quadratic,100,2,250,0.80,1.50,1.70,0.001114,246,5.94091e-16,"3.88269e-09;-2.40627e-08"
quadratic,100,2,250,0.80,1.50,2.00,0.001077,248,8.0978e-14,"2.60486e-08;-2.83372e-07"
quadratic,100,2,250,0.80,1.70,1.00,0.002591,240,2.86416e-18,"1.64534e-09;-3.96238e-10"
quadratic,100,2,250,0.80,1.70,1.30,0.001157,243,3.4073e-19,"3.87157e-11;5.82436e-10"
quadratic,100,2,250,0.80,1.70,1.50,0.001088,250,3.97738e-17,"-6.30619e-09;7.59806e-11"
quadratic,100,2,250,0.80,1.70,1.70,0.001083,244,5.09658e-15,"-6.13003e-08;3.65903e-08"
quadratic,100,2,250,0.80,1.70,2.00,0.001084,232,6.0717e-12,"1.17569e-06;2.16551e-06"
quadratic,100,2,250,0.80,2.00,1.00,0.001097,249,1.94329e-19,"-4.25901e-10;1.13742e-10"
quadratic,100,2,250,0.80,2.00,1.30,0.001099,198,2.37956e-15,"1.53434e-08;-4.63049e-08"
quadratic,100,2,250,0.80,2.00,1.50,0.001087,241,3.11899e-15,"-5.18488e-08;2.07533e-08"
quadratic,100,2,250,0.80,2.00,1.70,0.001146,246,8.83381e-13,"5.83578e-07;-7.36762e-07"
quadratic,100,2,250,0.80,2.00,2.00,0.001077,250,3.97062e-08,"0.000192529;-5.13701e-05"
quadratic,100,2,250,1.00,1.00,1.00,0.001084,49,4.50972e-06,"0.00171778;-0.00124858"
quadratic,100,2,250,1.00,1.00,1.30,0.001106,23,0.00114351,"-0.0260718;-0.0215353"
quadratic,100,2,250,1.00,1.00,1.50,0.001367,74,0.00131461,"-0.0332465;-0.0144664"
quadratic,100,2,250,1.00,1.00,1.70,0.001583,49,0.000437327,"0.00088333;0.0208937"
quadratic,100,2,250,1.00,1.00,2.00,0.001171,82,0.000236679,"0.0142562;0.0057827"
quadratic,100,2,250,1.00,1.30,1.00,0.001130,230,8.98828e-05,"0.00941351;-0.00112636"
quadratic,100,2,250,1.00,1.30,1.30,0.001111,79,1.29835e-05,"0.00344573;0.00105379"
quadratic,100,2,250,1.00,1.30,1.50,0.001122,153,0.000229248,"0.00581681;0.013979"
quadratic,100,2,250,1.00,1.30,1.70,0.001118,30,0.000481707,"-0.016851;-0.0140623"
quadratic,100,2,250,1.00,1.30,2.00,0.001137,50,0.000237604,"0.0128304;-0.00854316"
quadratic,100,2,250,1.00,1.50,1.00,0.001104,248,0.000952251,"-0.0197358;-0.0237224"
quadratic,100,2,250,1.00,1.50,1.30,0.001134,192,8.93845e-05,"0.00795158;-0.00511439"
quadratic,100,2,250,1.00,1.50,1.50,0.001116,81,0.00404853,"-0.00300963;-0.0635568"
quadratic,100,2,250,1.00,1.50,1.70,0.001108,21,0.000579033,"0.02076;-0.0121678"
quadratic,100,2,250,1.00,1.50,2.00,0.001565,66,0.000405742,"0.00783469;-0.0185569"
quadratic,100,2,250,1.00,1.70,1.00,0.001111,156,0.000118136,"0.000704225;0.0108462"
quadratic,100,2,250,1.00,1.70,1.30,0.001463,94,0.000520797,"-0.0146128;-0.0175289"
quadratic,100,2,250,1.00,1.70,1.50,0.001376,122,0.000452982,"-0.0159685;-0.0140709"
quadratic,100,2,250,1.00,1.70,1.70,0.001142,212,0.000323247,"0.00353959;0.0176272"
quadratic,100,2,250,1.00,1.70,2.00,0.001087,40,0.00273699,"0.038228;-0.0357156"
quadratic,100,2,250,1.00,2.00,1.00,0.001121,161,0.000292637,"0.00695913;-0.0156271"
quadratic,100,2,250,1.00,2.00,1.30,0.001119,148,0.000339846,"0.0168952;-0.00737552"
quadratic,100,2,250,1.00,2.00,1.50,0.001144,225,0.000245513,"0.0128428;0.00897639"
quadratic,100,2,250,1.00,2.00,1.70,0.001162,3,0.000511644,"0.0120733;0.019128"
quadratic,100,2,250,1.00,2.00,2.00,0.001196,48,0.000567284,"-0.0184171;-0.0151027"
quadratic,100,2,500,0.40,1.00,1.00,0.002351,499,6.33757e-183,"-2.97088e-92;-7.38577e-92"
quadratic,100,2,500,0.40,1.00,1.30,0.002388,500,6.12541e-174,"1.08728e-87;2.22334e-87"
quadratic,100,2,500,0.40,1.00,1.50,0.002680,500,8.53961e-163,"-1.39584e-82;-9.13497e-82"
quadratic,100,2,500,0.40,1.00,1.70,0.002331,499,1.44806e-157,"-3.15403e-79;2.12901e-79"
quadratic,100,2,500,0.40,1.00,2.00,0.002360,498,1.97896e-145,"-8.71416e-74;-4.36237e-73"
quadratic,100,2,500,0.40,1.30,1.00,0.002377,500,4.72624e-175,"6.6724e-88;-1.65574e-88"
quadratic,100,2,500,0.40,1.30,1.30,0.002313,500,8.50237e-164,"1.96968e-82;-2.15006e-82"
quadratic,100,2,500,0.40,1.30,1.50,0.002315,500,1.08108e-156,"1.03864e-78;-4.80929e-80"
quadratic,100,2,500,0.40,1.30,1.70,0.002409,500,2.09369e-148,"-1.38977e-74;-4.02776e-75"
quadratic,100,2,500,0.40,1.30,2.00,0.002951,499,1.49153e-132,"8.15534e-67;9.09084e-67"
quadratic,100,2,500,0.40,1.50,1.00,0.002350,500,4.93235e-169,"7.0039e-85;5.18596e-86"
quadratic,100,2,500,0.40,1.50,1.30,0.002419,500,3.4765e-157,"5.06643e-79;3.01601e-79"
quadratic,100,2,500,0.40,1.50,1.50,0.002310,500,1.88644e-150,"1.02472e-75;9.14544e-76"
quadratic,100,2,500,0.40,1.50,1.70,0.002389,500,6.8765e-142,"2.60315e-71;-3.16363e-72"
quadratic,100,2,500,0.40,1.50,2.00,0.002312,498,1.7626e-127,"-1.44806e-64;-3.9407e-64"
quadratic,100,2,500,0.40,1.70,1.00,0.002355,500,2.25519e-163,"-3.76851e-82;2.88968e-82"
quadratic,100,2,500,0.40,1.70,1.30,0.002607,499,1.92264e-151,"-4.34744e-76;5.71098e-77"
quadratic,100,2,500,0.40,1.70,1.50,0.002203,499,3.83641e-145,"-5.1108e-73;3.49912e-73"
quadratic,100,2,500,0.40,1.70,1.70,0.002220,495,1.19751e-134,"-1.01816e-67;4.01076e-68"
quadratic,100,2,500,0.40,1.70,2.00,0.002697,499,5.11044e-120,"-1.13032e-60;-1.95776e-60"
quadratic,100,2,500,0.40,2.00,1.00,0.002760,499,1.03078e-154,"3.60966e-78;-9.48939e-78"
quadratic,100,2,500,0.40,2.00,1.30,0.002695,499,2.72611e-141,"2.78555e-71;-4.41608e-71"
quadratic,100,2,500,0.40,2.00,1.50,0.004639,500,1.45353e-133,"8.64592e-68;3.71319e-67"
quadratic,100,2,500,0.40,2.00,1.70,0.002289,498,7.00937e-119,"6.98111e-60;4.62145e-60"
quadratic,100,2,500,0.40,2.00,2.00,0.002705,497,2.07402e-106,"-1.43991e-53;2.60229e-55"
quadratic,100,2,500,0.50,1.00,1.00,0.002305,499,2.51992e-142,"-1.51182e-71;4.8407e-72"
quadratic,100,2,500,0.50,1.00,1.30,0.002405,498,1.15677e-132,"-1.7584e-67;-1.06106e-66"
quadratic,100,2,500,0.50,1.00,1.50,0.002334,500,2.69942e-124,"-2.73835e-63;-1.62001e-62"
quadratic,100,2,500,0.50,1.00,1.70,0.002867,500,1.09858e-119,"3.25985e-60;5.99374e-61"
quadratic,100,2,500,0.50,1.00,2.00,0.002311,499,7.56245e-111,"8.29478e-56;-2.61172e-56"
quadratic,100,2,500,0.50,1.30,1.00,0.002344,500,3.10328e-133,"-2.41703e-68;5.56546e-67"
quadratic,100,2,500,0.50,1.30,1.30,0.002329,498,9.68694e-127,"8.25651e-64;-5.35719e-64"
quadratic,100,2,500,0.50,1.30,1.50,0.002324,500,2.39887e-121,"4.3877e-61;2.1764e-61"
quadratic,100,2,500,0.50,1.30,1.70,0.002279,500,6.32348e-113,"5.7159e-57;-5.52841e-57"
quadratic,100,2,500,0.50,1.30,2.00,0.002483,496,4.86633e-102,"4.71507e-52;-2.155e-51"
quadratic,100,2,500,0.50,1.50,1.00,0.002607,500,8.39355e-131,"-1.20515e-66;9.08202e-66"
quadratic,100,2,500,0.50,1.50,1.30,0.002294,497,8.03718e-123,"5.18718e-62;-7.31198e-62"
quadratic,100,2,500,0.50,1.50,1.50,0.002319,500,1.42004e-115,"-1.23227e-58;-3.56117e-58"
quadratic,100,2,500,0.50,1.50,1.70,0.002274,500,6.18203e-108,"-2.2946e-54;9.57528e-55"
quadratic,100,2,500,0.50,1.50,2.00,0.002302,499,1.59158e-97,"3.4513e-49;2.00107e-49"
quadratic,100,2,500,0.50,1.70,1.00,0.002301,500,3.66243e-124,"-1.04495e-63;-1.91089e-62"
quadratic,100,2,500,0.50,1.70,1.30,0.002465,500,7.86471e-117,"8.55879e-59;2.32256e-59"
quadratic,100,2,500,0.50,1.70,1.50,0.003269,498,1.83343e-108,"1.00843e-54;9.03599e-55"
quadratic,100,2,500,0.50,1.70,1.70,0.002981,500,4.49059e-101,"5.85669e-51;3.25654e-51"
quadratic,100,2,500,0.50,1.70,2.00,0.004189,498,3.57721e-92,"-2.75443e-47;-1.87119e-46"
quadratic,100,2,500,0.50,2.00,1.00,0.003851,500,5.02232e-116,"5.48431e-59;2.17291e-58"
quadratic,100,2,500,0.50,2.00,1.30,0.004137,499,3.46717e-107,"-4.87937e-54;-3.29598e-54"
quadratic,100,2,500,0.50,2.00,1.50,0.002379,500,2.43981e-100,"1.54345e-50;-2.39918e-51"
quadratic,100,2,500,0.50,2.00,1.70,0.002295,498,5.10655e-92,"-2.19039e-46;5.55642e-47"
quadratic,100,2,500,0.50,2.00,2.00,0.002265,499,2.97977e-75,"5.44339e-38;4.08857e-39"
quadratic,100,2,500,0.60,1.00,1.00,0.002367,498,5.62083e-104,"-1.6097e-52;-1.74061e-52"
quadratic,100,2,500,0.60,1.00,1.30,0.002257,500,2.81858e-97,"1.76508e-49;-5.00702e-49"
quadratic,100,2,500,0.60,1.00,1.50,0.002238,500,2.59062e-93,"-4.4805e-47;-2.41482e-47"
quadratic,100,2,500,0.60,1.00,1.70,0.003076,497,1.69603e-89,"-2.93092e-45;2.8931e-45"
quadratic,100,2,500,0.60,1.00,2.00,0.002224,499,1.70977e-80,"1.23877e-40;4.186e-41"
quadratic,100,2,500,0.60,1.30,1.00,0.002271,499,2.64405e-101,"-4.9475e-51;-1.40095e-51"
quadratic,100,2,500,0.60,1.30,1.30,0.002263,499,7.75489e-94,"2.78217e-47;-1.201e-48"
quadratic,100,2,500,0.60,1.30,1.50,0.002689,500,3.68875e-87,"5.5044e-44;-2.56692e-44"
quadratic,100,2,500,0.60,1.30,1.70,0.002709,498,1.00593e-85,"2.47697e-43;-1.98091e-43"
quadratic,100,2,500,0.60,1.30,2.00,0.006412,494,7.92876e-76,"-1.29948e-38;2.49802e-38"
quadratic,100,2,500,0.60,1.50,1.00,0.002287,499,9.8847e-97,"9.82866e-49;-1.49816e-49"
quadratic,100,2,500,0.60,1.50,1.30,0.002287,500,1.67098e-91,"1.6669e-47;4.08436e-46"
quadratic,100,2,500,0.60,1.50,1.50,0.002277,500,8.0518e-84,"-7.50446e-43;2.73654e-42"
quadratic,100,2,500,0.60,1.50,1.70,0.002221,497,7.91981e-77,"8.74313e-39;1.66004e-39"
quadratic,100,2,500,0.60,1.50,2.00,0.002244,495,2.68501e-69,"2.58747e-35;-4.48945e-35"
quadratic,100,2,500,0.60,1.70,1.00,0.003297,500,8.15603e-91,"-9.02241e-46;-3.95457e-47"
quadratic,100,2,500,0.60,1.70,1.30,0.002365,492,1.60218e-82,"1.26462e-41;-5.39688e-43"
quadratic,100,2,500,0.60,1.70,1.50,0.002756,498,2.87023e-79,"5.28373e-40;-8.85764e-41"
quadratic,100,2,500,0.60,1.70,1.70,0.002262,499,5.09269e-77,"-5.24106e-39;-4.84336e-39"
quadratic,100,2,500,0.60,1.70,2.00,0.002261,499,3.15558e-66,"1.7763e-33;-1.84063e-35"
quadratic,100,2,500,0.60,2.00,1.00,0.002336,499,2.50351e-84,"-1.40594e-42;7.25835e-43"
quadratic,100,2,500,0.60,2.00,1.30,0.003003,497,2.76902e-73,"-4.73623e-38;5.24079e-37"
quadratic,100,2,500,0.60,2.00,1.50,0.002283,497,5.1875e-70,"-1.86778e-35;-1.30342e-35"
quadratic,100,2,500,0.60,2.00,1.70,0.002338,498,8.46965e-67,"7.73632e-34;-4.98456e-34"
quadratic,100,2,500,0.60,2.00,2.00,0.002285,500,1.02337e-55,"1.67023e-28;-2.72838e-28"
quadratic,100,2,500,0.80,1.00,1.00,0.002287,498,2.69247e-43,"2.83879e-22;-4.3435e-22"
quadratic,100,2,500,0.80,1.00,1.30,0.002220,485,2.32437e-39,"-2.4642e-20;4.14385e-20"
quadratic,100,2,500,0.80,1.00,1.50,0.002314,500,1.49788e-35,"3.86949e-18;-7.63796e-20"
quadratic,100,2,500,0.80,1.00,1.70,0.004233,493,8.52417e-35,"8.93522e-18;-2.32456e-18"
quadratic,100,2,500,0.80,1.00,2.00,0.002215,491,1.19041e-29,"1.53959e-15;-3.08768e-15"
quadratic,100,2,500,0.80,1.30,1.00,0.002193,498,8.64894e-41,"7.19394e-21;-5.89378e-21"
quadratic,100,2,500,0.80,1.30,1.30,0.002208,492,1.62803e-37,"2.75166e-19;2.95104e-19"
quadratic,100,2,500,0.80,1.30,1.50,0.002175,499,1.23938e-37,"-3.71749e-20;3.50079e-19"
quadratic,100,2,500,0.80,1.30,1.70,0.002219,498,8.97597e-30,"1.62154e-17;-2.99595e-15"
quadratic,100,2,500,0.80,1.30,2.00,0.002179,483,2.75067e-26,"-1.63698e-13;2.66372e-14"
quadratic,100,2,500,0.80,1.50,1.00,0.002664,480,6.30032e-38,"2.34995e-19;8.82081e-20"
quadratic,100,2,500,0.80,1.50,1.30,0.002164,490,2.19762e-32,"1.44031e-16;-3.5088e-17"
quadratic,100,2,500,0.80,1.50,1.50,0.002184,494,1.00684e-30,"-9.68055e-16;2.64028e-16"
quadratic,100,2,500,0.80,1.50,1.70,0.002163,497,2.46171e-30,"-9.92896e-16;-1.21485e-15"
quadratic,100,2,500,0.80,1.50,2.00,0.002188,491,1.07693e-25,"-2.92682e-13;-1.48428e-13"
quadratic,100,2,500,0.80,1.70,1.00,0.002190,500,1.00476e-35,"2.00804e-18;2.45264e-18"
quadratic,100,2,500,0.80,1.70,1.30,0.002260,484,4.60773e-31,"8.20438e-17;6.73826e-16"
quadratic,100,2,500,0.80,1.70,1.50,0.002649,490,1.66534e-28,"1.21944e-14;4.22264e-15"
quadratic,100,2,500,0.80,1.70,1.70,0.002237,495,2.17141e-26,"-1.08044e-13;-1.00202e-13"
quadratic,100,2,500,0.80,1.70,2.00,0.002561,492,7.83456e-21,"8.51421e-11;2.41947e-11"
quadratic,100,2,500,0.80,2.00,1.00,0.002256,497,3.26299e-29,"3.28458e-15;4.67348e-15"
quadratic,100,2,500,0.80,2.00,1.30,0.002249,488,8.47001e-30,"2.88668e-15;-3.70253e-16"
quadratic,100,2,500,0.80,2.00,1.50,0.002740,477,5.00325e-23,"-1.01961e-12;6.99949e-12"
quadratic,100,2,500,0.80,2.00,1.70,0.002599,488,8.25925e-24,"9.46493e-13;2.71356e-12"
quadratic,100,2,500,0.80,2.00,2.00,0.003297,498,6.576e-18,"-2.03227e-09;1.56393e-09"
quadratic,100,2,500,1.00,1.00,1.00,0.002258,349,0.000321539,"0.0148989;0.00997807"
quadratic,100,2,500,1.00,1.00,1.30,0.002346,365,0.000194797,"-0.0115862;-0.00778186"
quadratic,100,2,500,1.00,1.00,1.50,0.002245,131,0.000128536,"0.00992205;0.00548533"
quadratic,100,2,500,1.00,1.00,1.70,0.002286,257,7.73278e-05,"-0.00566853;-0.00672276"
quadratic,100,2,500,1.00,1.00,2.00,0.002299,61,0.00060953,"0.0127376;0.0211491"
quadratic,100,2,500,1.00,1.30,1.00,0.003047,189,0.000393994,"-0.0144301;-0.0136296"
quadratic,100,2,500,1.00,1.30,1.30,0.002632,457,0.000587142,"0.0136174;0.0200426"
quadratic,100,2,500,1.00,1.30,1.50,0.002187,12,0.000592903,"0.00306973;0.0241553"
quadratic,100,2,500,1.00,1.30,1.70,0.002213,287,0.000136077,"-0.00135218;0.0115866"
quadratic,100,2,500,1.00,1.30,2.00,0.002236,140,0.000847381,"-0.0187944;0.0222296"
quadratic,100,2,500,1.00,1.50,1.00,0.002170,29,0.000434683,"-0.0205875;-0.00329215"
quadratic,100,2,500,1.00,1.50,1.30,0.002507,428,0.00125741,"-0.0164022;-0.0314384"
quadratic,100,2,500,1.00,1.50,1.50,0.002676,82,0.000985613,"0.00828839;0.0302806"
quadratic,100,2,500,1.00,1.50,1.70,0.002238,448,0.00049666,"-0.0222655;-0.000953584"
quadratic,100,2,500,1.00,1.50,2.00,0.002279,157,1.10532e-05,"-0.00259325;0.00208044"
quadratic,100,2,500,1.00,1.70,1.00,0.002245,88,0.000125734,"0.0110916;-0.00164646"
quadratic,100,2,500,1.00,1.70,1.30,0.002176,98,0.000179818,"-0.0132125;-0.00229069"
quadratic,100,2,500,1.00,1.70,1.50,0.002262,151,0.000361389,"0.0186588;0.00363851"
quadratic,100,2,500,1.00,1.70,1.70,0.002214,320,0.00259347,"-0.0179594;0.0476543"
quadratic,100,2,500,1.00,1.70,2.00,0.002654,62,0.00159839,"-0.0138267;0.0375129"
quadratic,100,2,500,1.00,2.00,1.00,0.002237,231,0.000792845,"0.0157842;0.0233175"
quadratic,100,2,500,1.00,2.00,1.30,0.002222,459,3.57482e-05,"-0.00522702;-0.00290284"
