function,swarmsize,dim,maxiter,w,c1,c2,duration,best_iter,best_val,best_pos
quadratic,100,2,500,1.00,2.00,1.50,0.002212,381,0.000253846,"0.0144479;0.00671597"
quadratic,100,2,500,1.00,2.00,1.70,0.002212,12,1.47195e-05,"0.00382851;0.000249103"
quadratic,100,2,500,1.00,2.00,2.00,0.002249,150,0.00113043,"-0.020511;0.0266408"
quadratic,100,2,1000,0.40,1.00,1.00,0.007807,906,0,"-6.10966e-163;-1.43465e-162"
quadratic,100,2,1000,0.40,1.00,1.30,0.004774,964,0,"-8.60064e-163;7.01208e-163"
quadratic,100,2,1000,0.40,1.00,1.50,0.004718,999,4.10074e-322,"-8.83927e-162;1.81284e-161"
quadratic,100,2,1000,0.40,1.00,1.70,0.005474,996,2.89279e-308,"9.66541e-155;-1.39949e-154"
quadratic,100,2,1000,0.40,1.00,2.00,0.004620,999,1.19236e-280,"7.00531e-141;8.37626e-141"
quadratic,100,2,1000,0.40,1.30,1.00,0.004702,941,0,"4.64756e-163;-3.78039e-163"
quadratic,100,2,1000,0.40,1.30,1.30,0.008859,999,5.18275e-321,"-6.65702e-161;2.73917e-161"
quadratic,100,2,1000,0.40,1.30,1.50,0.005056,999,1.36512e-310,"9.78513e-156;-6.38464e-156"
quadratic,100,2,1000,0.40,1.30,1.70,0.004669,997,1.18205e-292,"-6.09996e-147;-8.99977e-147"
quadratic,100,2,1000,0.40,1.30,2.00,0.005193,996,9.35166e-265,"-7.4549e-133;-6.15963e-133"
quadratic,100,2,1000,0.40,1.50,1.00,0.004885,968,0,"6.06978e-163;-4.96031e-163"
quadratic,100,2,1000,0.40,1.50,1.30,0.004773,996,3.52128e-312,"2.82385e-157;1.85514e-156"
quadratic,100,2,1000,0.40,1.50,1.50,0.006464,997,6.3157e-296,"2.90406e-149;2.49627e-148"
quadratic,100,2,1000,0.40,1.50,1.70,0.004667,999,2.03473e-278,"-3.26679e-141;1.42607e-139"
quadratic,100,2,1000,0.40,1.50,2.00,0.004629,998,2.15587e-248,"5.3948e-125;1.36559e-124"
quadratic,100,2,1000,0.40,1.70,1.00,0.004474,998,3.95253e-323,"-5.72765e-162;-1.95158e-162"
quadratic,100,2,1000,0.40,1.70,1.30,0.005138,998,1.10819e-300,"-8.16489e-151;-6.64479e-151"
quadratic,100,2,1000,0.40,1.70,1.50,0.004508,1000,3.60131e-278,"-8.65177e-140;1.68902e-139"
quadratic,100,2,1000,0.40,1.70,1.70,0.004539,1000,6.89433e-265,"4.03179e-133;7.25865e-133"
quadratic,100,2,1000,0.40,1.70,2.00,0.005131,996,1.1223e-231,"2.29319e-116;2.44219e-116"
quadratic,100,2,1000,0.40,2.00,1.00,0.004692,1000,3.44304e-305,"5.31629e-153;2.48345e-153"
quadratic,100,2,1000,0.40,2.00,1.30,0.004878,1000,5.16986e-277,"2.48088e-139;-6.74862e-139"
quadratic,100,2,1000,0.40,2.00,1.50,0.004775,999,3.87719e-259,"5.93858e-130;-1.87221e-130"
quadratic,100,2,1000,0.40,2.00,1.70,0.005143,1000,1.1091e-238,"-2.12372e-121;-1.05292e-119"
quadratic,100,2,1000,0.40,2.00,2.00,0.005158,1000,6.70579e-196,"-2.27388e-98;1.23905e-98"
quadratic,100,2,1000,0.50,1.00,1.00,0.004704,1000,2.2229e-275,"-3.05209e-138;-3.59358e-138"
quadratic,100,2,1000,0.50,1.00,1.30,0.006132,1000,3.94269e-260,"3.95505e-132;-1.98523e-130"
quadratic,100,2,1000,0.50,1.00,1.50,0.005167,1000,5.11691e-246,"2.25855e-123;1.25979e-124"
quadratic,100,2,1000,0.50,1.00,1.70,0.004499,1000,7.08485e-238,"2.1942e-120;-2.65268e-119"
quadratic,100,2,1000,0.50,1.00,2.00,0.005098,1000,1.20302e-215,"3.30824e-108;-1.04197e-108"
quadratic,100,2,1000,0.50,1.30,1.00,0.004622,1000,7.25182e-264,"-2.52724e-132;-9.29986e-133"
quadratic,100,2,1000,0.50,1.30,1.30,0.004653,1000,4.18868e-247,"6.39878e-124;-9.70764e-125"
quadratic,100,2,1000,0.50,1.30,1.50,0.004784,999,2.32539e-234,"5.93351e-118;-1.40475e-117"
quadratic,100,2,1000,0.50,1.30,1.70,0.005189,997,1.14897e-222,"8.22557e-112;-6.8729e-112"
quadratic,100,2,1000,0.50,1.30,2.00,0.004673,1000,3.89667e-198,"1.93425e-99;-3.9412e-100"
quadratic,100,2,1000,0.50,1.50,1.00,0.004682,999,3.18109e-256,"-9.75772e-129;-1.49297e-128"
quadratic,100,2,1000,0.50,1.50,1.30,0.005095,1000,4.13877e-236,"1.92808e-118;-6.49063e-119"
quadratic,100,2,1000,0.50,1.50,1.50,0.004875,998,1.20211e-222,"-6.69189e-112;-8.685e-112"
quadratic,100,2,1000,0.50,1.50,1.70,0.004961,999,4.11268e-211,"-6.34721e-106;9.16358e-107"
quadratic,100,2,1000,0.50,1.50,2.00,0.005112,999,5.20042e-187,"3.11254e-94;-6.5051e-94"
quadratic,100,2,1000,0.50,1.70,1.00,0.004807,1000,3.42624e-247,"5.26871e-125;5.82965e-124"
quadratic,100,2,1000,0.50,1.70,1.30,0.004734,998,7.36908e-227,"-4.61588e-114;-7.23771e-114"
quadratic,100,2,1000,0.50,1.70,1.50,0.006737,999,1.61837e-210,"-8.06515e-106;9.83823e-106"
quadratic,100,2,1000,0.50,1.70,1.70,0.005621,1000,2.2816e-196,"1.19043e-98;9.29768e-99"
quadratic,100,2,1000,0.50,1.70,2.00,0.004663,999,5.89461e-169,"-2.91952e-85;-7.10088e-85"
quadratic,100,2,1000,0.50,2.00,1.00,0.004831,999,3.68674e-225,"-4.06778e-114;-6.05821e-113"
quadratic,100,2,1000,0.50,2.00,1.30,0.005477,998,4.72659e-203,"-1.78521e-102;-6.6392e-102"
quadratic,100,2,1000,0.50,2.00,1.50,0.005371,999,5.88523e-188,"-1.48924e-94;-1.91505e-94"
quadratic,100,2,1000,0.50,2.00,1.70,0.004670,997,1.02402e-174,"-9.92317e-88;1.98298e-88"
quadratic,100,2,1000,0.50,2.00,2.00,0.005117,998,2.37145e-145,"-9.89337e-74;-4.7682e-73"
quadratic,100,2,1000,0.60,1.00,1.00,0.004755,1000,3.05629e-204,"-9.90529e-103;-1.44053e-102"
quadratic,100,2,1000,0.60,1.00,1.30,0.004609,1000,9.34315e-189,"7.83954e-95;-5.65448e-95"
quadratic,100,2,1000,0.60,1.00,1.50,0.005269,999,6.51697e-180,"-7.58035e-91;2.43769e-90"
quadratic,100,2,1000,0.60,1.00,1.70,0.004710,997,1.02493e-171,"-2.46079e-86;2.04788e-86"
quadratic,100,2,1000,0.60,1.00,2.00,0.004660,987,3.79225e-157,"-5.20617e-79;-3.28912e-79"
quadratic,100,2,1000,0.60,1.30,1.00,0.004986,997,2.06942e-196,"1.27804e-98;-6.60325e-99"
quadratic,100,2,1000,0.60,1.30,1.30,0.004977,998,7.24332e-181,"-6.60314e-91;5.36952e-91"
quadratic,100,2,1000,0.60,1.30,1.50,0.004681,998,3.03564e-171,"5.145e-86;1.97113e-86"
quadratic,100,2,1000,0.60,1.30,1.70,0.004709,998,4.86618e-161,"5.32911e-81;4.50137e-81"
quadratic,100,2,1000,0.60,1.30,2.00,0.004992,1000,2.88671e-144,"-1.4075e-72;9.51666e-73"
quadratic,100,2,1000,0.60,1.50,1.00,0.004754,998,1.84845e-186,"-1.1584e-93;-7.11731e-94"
quadratic,100,2,1000,0.60,1.50,1.30,0.004544,997,2.3425e-171,"5.47283e-87;4.80889e-86"
quadratic,100,2,1000,0.60,1.50,1.50,0.005055,1000,1.072e-160,"-5.81594e-81;8.56591e-81"
quadratic,100,2,1000,0.60,1.50,1.70,0.004667,997,2.41838e-151,"2.92595e-76;-3.95255e-76"
quadratic,100,2,1000,0.60,1.50,2.00,0.004504,998,3.69317e-135,"5.92884e-68;-1.3344e-68"
quadratic,100,2,1000,0.60,1.70,1.00,0.004464,995,2.63075e-177,"1.91699e-89;-4.75738e-89"
quadratic,100,2,1000,0.60,1.70,1.30,0.005048,997,2.22563e-162,"-1.47813e-81;2.01886e-82"
quadratic,100,2,1000,0.60,1.70,1.50,0.004961,992,9.6731e-152,"2.58815e-76;1.7247e-76"
quadratic,100,2,1000,0.60,1.70,1.70,0.005854,1000,7.49067e-144,"2.39851e-72;-1.31827e-72"
quadratic,100,2,1000,0.60,1.70,2.00,0.004965,992,2.06565e-120,"-6.28865e-61;-1.29236e-60"
quadratic,100,2,1000,0.60,2.00,1.00,0.004646,1000,1.94574e-158,"1.39482e-79;-1.47841e-81"
quadratic,100,2,1000,0.60,2.00,1.30,0.004520,997,3.62834e-144,"6.56317e-73;1.78818e-72"
quadratic,100,2,1000,0.60,2.00,1.50,0.008962,998,1.23296e-134,"-9.40727e-68;5.89909e-68"
quadratic,100,2,1000,0.60,2.00,1.70,0.006618,999,4.03363e-122,"-1.30083e-61;-1.53019e-61"
quadratic,100,2,1000,0.60,2.00,2.00,0.004957,999,2.15684e-97,"7.98018e-51;4.6435e-49"
quadratic,100,2,1000,0.80,1.00,1.00,0.007543,1000,1.45679e-84,"-2.88959e-43;-1.17188e-42"
quadratic,100,2,1000,0.80,1.00,1.30,0.004541,1000,9.89456e-74,"1.93907e-37;2.4768e-37"
quadratic,100,2,1000,0.80,1.00,1.50,0.004426,996,1.35135e-65,"3.49687e-34;-3.6594e-33"
quadratic,100,2,1000,0.80,1.00,1.70,0.007216,978,4.4721e-65,"-1.25566e-33;6.56843e-33"
quadratic,100,2,1000,0.80,1.00,2.00,0.007610,987,6.94623e-51,"-3.05872e-26;7.75284e-26"
quadratic,100,2,1000,0.80,1.30,1.00,0.004824,993,1.17885e-74,"-1.07765e-37;-1.32414e-38"
quadratic,100,2,1000,0.80,1.30,1.30,0.004598,998,1.64101e-65,"9.68571e-34;-3.93344e-33"
quadratic,100,2,1000,0.80,1.30,1.50,0.004605,994,6.73648e-61,"-7.53575e-31;-3.25227e-31"
quadratic,100,2,1000,0.80,1.30,1.70,0.004413,998,1.05937e-54,"2.51254e-28;9.98119e-28"
quadratic,100,2,1000,0.80,1.30,2.00,0.004754,998,4.90297e-47,"4.49328e-24;5.3703e-24"
quadratic,100,2,1000,0.80,1.50,1.00,0.004845,992,4.25067e-67,"-1.04172e-34;6.43595e-34"
quadratic,100,2,1000,0.80,1.50,1.30,0.005581,969,1.64734e-63,"3.72589e-32;1.60971e-32"
quadratic,100,2,1000,0.80,1.50,1.50,0.005091,995,6.13358e-55,"-3.37856e-29;7.82443e-28"
quadratic,100,2,1000,0.80,1.50,1.70,0.004702,1000,6.65668e-49,"-7.33182e-25;3.57927e-25"
quadratic,100,2,1000,0.80,1.50,2.00,0.004626,987,4.42995e-43,"6.63768e-22;-4.90637e-23"
quadratic,100,2,1000,0.80,1.70,1.00,0.005682,1000,5.62295e-62,"-1.80591e-31;-1.53676e-31"
quadratic,100,2,1000,0.80,1.70,1.30,0.005475,988,2.35833e-60,"1.3883e-30;-6.56469e-31"
quadratic,100,2,1000,0.80,1.70,1.50,0.004760,999,9.03498e-52,"-2.99868e-26;2.07113e-27"
quadratic,100,2,1000,0.80,1.70,1.70,0.005692,983,6.85685e-45,"2.57762e-23;7.8692e-23"
quadratic,100,2,1000,0.80,1.70,2.00,0.004657,906,7.75751e-32,"-2.11384e-16;-1.81362e-16"
quadratic,100,2,1000,0.80,2.00,1.00,0.005121,1000,1.81724e-52,"1.25281e-26;4.97699e-27"
quadratic,100,2,1000,0.80,2.00,1.30,0.005108,1000,4.4425e-45,"-6.38166e-23;-1.92339e-23"
quadratic,100,2,1000,0.80,2.00,1.50,0.005576,989,4.61562e-38,"-5.19191e-20;-2.08472e-19"
quadratic,100,2,1000,0.80,2.00,1.70,0.004589,993,1.06841e-32,"6.02923e-18;1.03188e-16"
quadratic,100,2,1000,0.80,2.00,2.00,0.005046,989,5.76608e-21,"1.40783e-11;-7.46183e-11"
quadratic,100,2,1000,1.00,1.00,1.00,0.006715,387,0.000260791,"-0.0161434;-0.000427123"
quadratic,100,2,1000,1.00,1.00,1.30,0.005124,734,0.000110947,"-0.0105258;0.000393196"
quadratic,100,2,1000,1.00,1.00,1.50,0.004643,978,0.000362482,"-0.0136847;0.0132367"
quadratic,100,2,1000,1.00,1.00,1.70,0.005788,624,0.000200571,"0.0131251;0.00532014"
quadratic,100,2,1000,1.00,1.00,2.00,0.005167,208,9.8006e-05,"0.00568491;0.0081048"
quadratic,100,2,1000,1.00,1.30,1.00,0.006267,728,2.41243e-05,"-0.00354076;0.00340401"
quadratic,100,2,1000,1.00,1.30,1.30,0.006377,79,0.000896588,"-0.00622057;0.0292898"
quadratic,100,2,1000,1.00,1.30,1.50,0.004776,762,0.000455848,"-0.00246188;-0.0212082"
quadratic,100,2,1000,1.00,1.30,1.70,0.004674,156,0.000161254,"-0.00976934;-0.00811261"
quadratic,100,2,1000,1.00,1.30,2.00,0.006065,330,0.000443739,"0.0110426;0.0179388"
quadratic,100,2,1000,1.00,1.50,1.00,0.005138,696,0.000278406,"0.0114104;-0.0121741"
quadratic,100,2,1000,1.00,1.50,1.30,0.004694,121,2.81079e-06,"0.00121833;-0.00115172"
quadratic,100,2,1000,1.00,1.50,1.50,0.005576,396,0.000341291,"-0.00316423;0.0182011"
quadratic,100,2,1000,1.00,1.50,1.70,0.005039,382,4.36458e-05,"-0.00505051;-0.00425889"
quadratic,100,2,1000,1.00,1.50,2.00,0.005045,272,5.51438e-05,"-0.00735783;0.00100303"
quadratic,100,2,1000,1.00,1.70,1.00,0.005035,233,0.000711159,"0.0249277;0.00947451"
quadratic,100,2,1000,1.00,1.70,1.30,0.004945,54,6.91436e-06,"-0.000861335;-0.00248444"
quadratic,100,2,1000,1.00,1.70,1.50,0.005152,401,0.00053146,"-0.0219116;0.00716527"
quadratic,100,2,1000,1.00,1.70,1.70,0.005159,635,0.000149236,"0.00798771;-0.00924296"
quadratic,100,2,1000,1.00,1.70,2.00,0.005738,868,0.000232978,"-0.0123218;-0.00900843"
quadratic,100,2,1000,1.00,2.00,1.00,0.004909,23,0.000365271,"-0.00541167;0.0183299"
quadratic,100,2,1000,1.00,2.00,1.30,0.006832,624,0.000454144,"-0.0173589;-0.0123617"
quadratic,100,2,1000,1.00,2.00,1.50,0.005405,323,0.000244421,"0.0072195;-0.0138672"
quadratic,100,2,1000,1.00,2.00,1.70,0.005487,474,0.000204929,"0.0142411;0.00145637"
quadratic,100,2,1000,1.00,2.00,2.00,0.006691,498,0.000611966,"-0.0237263;0.00700208"
quadratic,100,5,60,0.40,1.00,1.00,0.000400,60,8.17065e-19,"3.88006e-10;4.98282e-10;2.23735e-10;4.58849e-10;-3.97029e-10"
quadratic,100,5,60,0.40,1.00,1.30,0.000373,60,3.93707e-17,"1.39493e-09;-4.77106e-09;1.0313e-09;1.6291e-09;-3.30822e-09"
quadratic,100,5,60,0.40,1.00,1.50,0.000386,59,5.07191e-17,"-6.73751e-10;-3.59382e-09;-5.80926e-10;4.53696e-09;-4.05317e-09"
quadratic,100,5,60,0.40,1.00,1.70,0.000378,60,3.63937e-15,"9.31808e-10;2.44885e-09;5.87451e-08;-1.27049e-08;-4.48351e-09"
quadratic,100,5,60,0.40,1.00,2.00,0.000414,60,2.05656e-13,"-7.56921e-08;-1.58573e-07;-2.13705e-07;3.46057e-07;-9.6728e-08"
quadratic,100,5,60,0.40,1.30,1.00,0.000406,60,9.03891e-19,"-3.46557e-10;3.39252e-10;-5.10227e-10;5.85558e-10;-2.55906e-10"
quadratic,100,5,60,0.40,1.30,1.30,0.000378,60,7.00423e-17,"-3.9866e-09;4.99505e-09;-1.88563e-10;-2.03425e-09;-5.00251e-09"
quadratic,100,5,60,0.40,1.30,1.50,0.000402,59,3.37595e-16,"-6.07778e-09;1.1343e-08;1.19203e-08;6.97321e-10;-5.42334e-09"
quadratic,100,5,60,0.40,1.30,1.70,0.000394,60,2.39935e-14,"1.42876e-09;-3.02187e-08;-1.43583e-07;-2.23358e-08;4.43109e-08"
quadratic,100,5,60,0.40,1.30,2.00,0.000369,60,3.10662e-13,"-4.05698e-07;-2.35544e-07;2.75386e-07;1.01882e-07;6.61282e-08"
quadratic,100,5,60,0.40,1.50,1.00,0.000464,60,5.81704e-17,"3.434e-09;4.83878e-09;3.51235e-09;-1.37477e-09;2.95595e-09"
quadratic,100,5,60,0.40,1.50,1.30,0.000829,60,2.88647e-17,"-2.72251e-09;3.87468e-09;2.13444e-09;-7.28239e-10;1.16335e-09"
quadratic,100,5,60,0.40,1.50,1.50,0.000390,60,2.76768e-15,"2.82833e-08;4.20599e-08;8.73128e-09;-1.01452e-08;-4.42025e-09"
quadratic,100,5,60,0.40,1.50,1.70,0.000369,60,1.22076e-14,"3.68144e-08;6.55134e-09;-3.97267e-08;9.59245e-08;-5.44393e-09"
quadratic,100,5,60,0.40,1.50,2.00,0.000382,60,1.03387e-11,"-1.02693e-06;-3.67143e-07;-1.16805e-06;2.70258e-06;-6.93587e-07"
quadratic,100,5,60,0.40,1.70,1.00,0.000377,59,6.74624e-17,"-7.16236e-10;-2.25183e-09;-3.94312e-09;6.78261e-09;5.71552e-10"
quadratic,100,5,60,0.40,1.70,1.30,0.000366,60,8.74563e-17,"2.76266e-09;7.37402e-09;4.54628e-10;-1.6009e-09;4.76218e-09"
quadratic,100,5,60,0.40,1.70,1.50,0.000377,60,8.86173e-15,"2.73185e-08;6.04766e-08;2.50709e-10;6.21693e-08;-2.435e-08"
quadratic,100,5,60,0.40,1.70,1.70,0.000416,59,1.3646e-13,"-1.83575e-07;7.2831e-08;-9.82827e-08;2.62932e-07;-1.36613e-07"
quadratic,100,5,60,0.40,1.70,2.00,0.000408,60,2.35069e-11,"-1.99728e-06;1.12208e-06;1.5247e-06;-1.29802e-06;-3.77481e-06"
quadratic,100,5,60,0.40,2.00,1.00,0.000379,60,3.9125e-17,"3.60622e-09;8.80458e-10;-1.24428e-09;2.41065e-09;-4.24093e-09"
quadratic,100,5,60,0.40,2.00,1.30,0.000391,60,1.67495e-15,"-1.12878e-09;-3.11946e-08;4.10328e-09;7.8223e-09;2.49509e-08"
quadratic,100,5,60,0.40,2.00,1.50,0.000423,60,6.99144e-14,"-3.20167e-08;1.58588e-07;1.01954e-07;1.82089e-07;1.37067e-08"
quadratic,100,5,60,0.40,2.00,1.70,0.000402,60,2.05657e-11,"1.00894e-06;-3.56955e-06;1.69716e-06;1.37251e-06;1.42896e-06"
quadratic,100,5,60,0.40,2.00,2.00,0.000378,60,8.99758e-11,"1.06166e-06;8.51966e-06;1.41428e-06;-3.23146e-06;-1.9549e-06"
quadratic,100,5,60,0.50,1.00,1.00,0.000418,60,1.56067e-15,"-3.46418e-08;-1.19749e-08;7.77093e-09;-1.1984e-08;3.63542e-09"
quadratic,100,5,60,0.50,1.00,1.30,0.000840,60,5.0446e-14,"-1.07126e-07;-1.49646e-07;9.96983e-08;-7.13374e-08;-3.93361e-08"
quadratic,100,5,60,0.50,1.00,1.50,0.000396,60,4.73252e-14,"5.16903e-08;-1.17259e-07;-1.08336e-07;1.16698e-07;-7.44873e-08"
quadratic,100,5,60,0.50,1.00,1.70,0.000647,58,5.31153e-12,"-2.67521e-07;-1.58442e-06;6.51553e-07;8.60393e-07;-1.25091e-06"
quadratic,100,5,60,0.50,1.00,2.00,0.000400,60,9.46532e-11,"-4.51187e-06;2.12845e-06;-8.07872e-06;-1.60819e-06;1.38343e-06"
quadratic,100,5,60,0.50,1.30,1.00,0.000772,60,6.27804e-16,"2.74091e-09;-1.43178e-08;-4.24916e-09;1.19403e-09;1.9895e-08"
quadratic,100,5,60,0.50,1.30,1.30,0.000401,60,1.08206e-13,"-1.44565e-07;-5.15154e-08;7.19636e-08;9.20585e-08;2.66458e-07"
quadratic,100,5,60,0.50,1.30,1.50,0.000386,60,6.78584e-12,"9.71339e-08;-1.6614e-06;-1.56277e-06;1.25411e-06;3.32433e-08"
quadratic,100,5,60,0.50,1.30,1.70,0.000393,60,4.35482e-12,"-2.66453e-07;6.98677e-08;4.83575e-07;-1.99686e-06;-2.401e-07"
quadratic,100,5,60,0.50,1.30,2.00,0.000390,60,1.02526e-09,"1.42785e-05;4.38583e-07;-3.81495e-06;2.05052e-05;-1.96514e-05"
quadratic,100,5,60,0.50,1.50,1.00,0.000377,60,1.50566e-14,"-3.13001e-08;-6.55311e-08;-9.78044e-10;8.00811e-08;-5.804e-08"
quadratic,100,5,60,0.50,1.50,1.30,0.000393,60,5.1828e-13,"-5.51321e-07;-2.53404e-07;1.59045e-07;-2.08936e-07;2.84891e-07"
quadratic,100,5,60,0.50,1.50,1.50,0.000385,60,6.80305e-12,"1.40763e-06;1.27164e-06;-1.69879e-06;5.33922e-07;-1.83301e-07"
quadratic,100,5,60,0.50,1.50,1.70,0.000434,60,2.68032e-10,"-5.69876e-06;1.21523e-07;-8.11225e-06;-6.72352e-06;-1.11592e-05"
quadratic,100,5,60,0.50,1.50,2.00,0.000901,60,4.92489e-10,"-5.3185e-06;1.07667e-05;-9.45434e-06;7.85549e-06;-1.40424e-05"
quadratic,100,5,60,0.50,1.70,1.00,0.000390,60,9.50277e-14,"-7.0609e-08;-1.86721e-07;-3.24205e-08;-4.11358e-08;-2.28985e-07"
quadratic,100,5,60,0.50,1.70,1.30,0.000388,59,5.58972e-12,"-1.13055e-06;-9.80302e-07;-1.18996e-07;1.61133e-06;8.60256e-07"
quadratic,100,5,60,0.50,1.70,1.50,0.000414,59,4.92589e-11,"-3.83138e-06;-2.12884e-06;-4.33139e-06;-2.42815e-06;-2.32178e-06"
quadratic,100,5,60,0.50,1.70,1.70,0.000804,59,9.56918e-10,"-1.20743e-05;-1.34838e-05;5.65286e-07;-6.2372e-08;2.50798e-05"
quadratic,100,5,60,0.50,1.70,2.00,0.000388,58,5.75237e-08,"3.07194e-06;-0.00018634;-5.78567e-05;0.000131343;-4.68334e-05"
quadratic,100,5,60,0.50,2.00,1.00,0.000387,59,2.02539e-12,"4.70639e-07;9.75148e-07;8.27976e-08;5.37066e-07;-7.46777e-07"
quadratic,100,5,60,0.50,2.00,1.30,0.000375,58,1.7912e-10,"-2.31793e-07;7.95709e-06;2.25086e-06;1.04939e-05;-7.49897e-07"
quadratic,100,5,60,0.50,2.00,1.50,0.000394,60,1.38274e-10,"-2.7601e-06;-4.64961e-06;1.13813e-06;1.46066e-06;-1.02766e-05"
quadratic,100,5,60,0.50,2.00,1.70,0.000388,60,1.30997e-09,"-5.23923e-06;2.19867e-06;1.70287e-05;2.44301e-05;1.97708e-05"
quadratic,100,5,60,0.50,2.00,2.00,0.000380,59,1.27609e-06,"8.59457e-05;3.08967e-06;4.407e-05;0.000962489;0.000583407"
quadratic,100,5,60,0.60,1.00,1.00,0.000412,58,3.45362e-12,"6.7025e-07;-1.3169e-06;-4.23439e-07;1.00284e-06;2.9185e-07"
quadratic,100,5,60,0.60,1.00,1.30,0.000447,59,1.11461e-10,"1.15711e-06;7.51372e-07;8.41195e-06;-3.42449e-06;5.20284e-06"
quadratic,100,5,60,0.60,1.00,1.50,0.000462,60,2.99697e-10,"2.36818e-06;-1.15221e-05;-9.66189e-06;7.24658e-07;-8.21295e-06"
quadratic,100,5,60,0.60,1.00,1.70,0.000735,58,2.45273e-09,"-2.47964e-05;1.88947e-05;1.80072e-05;-1.74039e-06;-3.39642e-05"
quadratic,100,5,60,0.60,1.00,2.00,0.000382,60,7.14711e-08,"-3.46213e-05;-0.000101964;-0.000166079;-0.000175486;3.87032e-05"
quadratic,100,5,60,0.60,1.30,1.00,0.000385,60,1.53041e-11,"1.97903e-06;-1.39572e-06;-2.295e-06;-2.03664e-06;-1.56636e-07"
quadratic,100,5,60,0.60,1.30,1.30,0.000405,59,2.65752e-10,"1.51782e-05;1.53108e-06;-2.95831e-06;-4.88692e-06;6.30721e-07"
quadratic,100,5,60,0.60,1.30,1.50,0.000397,59,8.02805e-09,"-9.51553e-06;-1.88845e-06;-1.21663e-05;8.81052e-05;4.83759e-06"
quadratic,100,5,60,0.60,1.30,1.70,0.000552,60,2.17113e-08,"-2.70793e-05;-0.000115102;6.22522e-05;1.22557e-05;-6.08603e-05"
quadratic,100,5,60,0.60,1.30,2.00,0.000551,60,1.07327e-07,"-9.9902e-05;-0.000158726;-0.000116991;-0.000237105;-4.74017e-05"
quadratic,100,5,60,0.60,1.50,1.00,0.000414,60,3.48343e-11,"-2.63585e-06;8.79901e-07;1.20219e-06;2.99139e-06;-4.08885e-06"
quadratic,100,5,60,0.60,1.50,1.30,0.000395,60,2.62473e-10,"-6.04086e-06;2.64453e-06;8.92171e-06;1.15259e-05;2.55812e-06"
quadratic,100,5,60,0.60,1.50,1.50,0.000694,57,3.01211e-09,"-1.13826e-05;2.68721e-06;5.16015e-05;8.06726e-06;-1.21462e-05"
quadratic,100,5,60,0.60,1.50,1.70,0.000421,60,5.25062e-08,"-0.000160892;-1.71546e-05;-7.95951e-05;0.000139099;2.53342e-05"
quadratic,100,5,60,0.60,1.50,2.00,0.000467,59,4.63261e-06,"-0.000518579;7.0997e-05;-0.00141225;0.00130553;-0.000812283"
quadratic,100,5,60,0.60,1.70,1.00,0.000573,59,2.26172e-10,"-8.93199e-06;-4.04051e-06;8.24744e-06;5.6846e-06;5.45261e-06"
quadratic,100,5,60,0.60,1.70,1.30,0.000664,59,2.15726e-09,"3.06027e-05;-4.57293e-06;1.03286e-06;-3.37422e-05;7.76002e-06"
quadratic,100,5,60,0.60,1.70,1.50,0.000403,60,3.19313e-08,"-5.27641e-06;-7.71718e-05;-3.33374e-05;-0.000118662;0.00010371"
quadratic,100,5,60,0.60,1.70,1.70,0.000392,58,2.04788e-07,"-0.000161143;1.50084e-05;0.000399083;-0.000137977;-1.70462e-05"
quadratic,100,5,60,0.60,1.70,2.00,0.000397,59,2.11861e-06,"5.58982e-05;-0.000834345;0.000777761;0.000612941;0.000662378"
quadratic,100,5,60,0.60,2.00,1.00,0.000390,60,1.86071e-09,"-1.62376e-06;2.31912e-05;1.38706e-05;2.64772e-05;2.06593e-05"
quadratic,100,5,60,0.60,2.00,1.30,0.000390,60,5.67941e-08,"6.29771e-05;-7.29427e-05;-0.000187667;-8.01511e-05;7.65783e-05"
quadratic,100,5,60,0.60,2.00,1.50,0.000393,60,3.39545e-07,"-0.000144804;0.000176063;8.70242e-05;0.000235852;-0.000473688"
quadratic,100,5,60,0.60,2.00,1.70,0.000403,57,9.7645e-07,"0.000621566;9.90326e-05;0.000399898;-1.21211e-05;-0.000648254"
quadratic,100,5,60,0.60,2.00,2.00,0.000375,56,0.000250352,"-0.00371338;0.00771042;-0.00373415;0.00843641;-0.00959144"
quadratic,100,5,60,0.80,1.00,1.00,0.000823,60,1.44628e-05,"0.00216794;0.00177983;0.00243713;-0.000796439;-0.000145321"
quadratic,100,5,60,0.80,1.00,1.30,0.000386,57,1.93517e-05,"-0.00330115;0.00121433;-0.000654645;0.00194651;0.00166194"
quadratic,100,5,60,0.80,1.00,1.50,0.000415,55,0.00012144,"-0.00351777;0.000835323;0.00482186;0.00790096;0.00476357"
quadratic,100,5,60,0.80,1.00,1.70,0.000478,56,0.00056365,"0.0128319;0.00233801;0.0186526;-0.0056302;-0.00372908"
quadratic,100,5,60,0.80,1.00,2.00,0.000832,51,0.00468944,"0.00479723;0.0607738;0.0244684;0.0161876;-0.0105939"
quadratic,100,5,60,0.80,1.30,1.00,0.000379,56,6.04782e-06,"0.000977675;0.00163611;-0.000530313;-0.00134576;-0.000568152"
quadratic,100,5,60,0.80,1.30,1.30,0.000362,60,0.000119505,"0.00185891;0.00472172;0.000622317;0.00939271;-0.00226816"
quadratic,100,5,60,0.80,1.30,1.50,0.000376,59,5.95035e-05,"0.000251098;-0.00488242;-6.5095e-05;-0.000178456;0.00596375"
